Date,Open,High,Low,Close,Adj Close,Volume
1980-01-02,7.170000076293945,7.170000076293945,7.170000076293945,7.170000076293945,0.8210909366607666,0
1980-01-03,7.130000114440918,7.130000114440918,7.130000114440918,7.130000114440918,0.8165109753608704,0
1980-01-04,7.239999771118164,7.239999771118164,7.239999771118164,7.239999771118164,0.8291077613830566,0
1980-01-07,7.269999980926514,7.269999980926514,7.269999980926514,7.269999980926514,0.8325430154800415,0
1980-01-08,7.449999809265137,7.449999809265137,7.449999809265137,7.449999809265137,0.8531564474105835,0
1980-01-09,7.46999979019165,7.46999979019165,7.46999979019165,7.46999979019165,0.855446457862854,0
1980-01-10,7.519999980926514,7.519999980926514,7.519999980926514,7.519999980926514,0.861172616481781,0
1980-01-11,7.510000228881836,7.510000228881836,7.510000228881836,7.510000228881836,0.8600273728370667,0
1980-01-15,7.570000171661377,7.570000171661377,7.570000171661377,7.570000171661377,0.8668981790542603,0
1980-01-17,7.539999961853027,7.539999961853027,7.539999961853027,7.539999961853027,0.8634628057479858,0
1980-01-21,7.619999885559082,7.619999885559082,7.619999885559082,7.619999885559082,0.8726238012313843,0
1980-01-23,7.690000057220459,7.690000057220459,7.690000057220459,7.690000057220459,0.8806399703025818,0
1980-01-24,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0.88178551197052,0
1980-01-28,7.809999942779541,7.809999942779541,7.809999942779541,7.809999942779541,0.8943828344345093,0
1980-01-29,7.760000228881836,7.760000228881836,7.760000228881836,7.760000228881836,0.888656497001648,0
1980-01-30,7.829999923706055,7.829999923706055,7.829999923706055,7.829999923706055,0.8966730833053589,0
1980-01-31,7.78000020980835,7.78000020980835,7.78000020980835,7.78000020980835,0.8909469842910767,0
1980-02-01,7.840000152587891,7.840000152587891,7.840000152587891,7.840000152587891,0.8978174328804016,0
1980-02-05,7.800000190734863,7.800000190734863,7.800000190734863,7.800000190734863,0.8932371735572815,0
1980-02-07,7.820000171661377,7.820000171661377,7.820000171661377,7.820000171661377,0.8955277800559998,0
1980-02-08,7.889999866485596,7.889999866485596,7.889999866485596,7.889999866485596,0.9035442471504211,0
1980-02-12,7.869999885559082,7.869999885559082,7.869999885559082,7.869999885559082,0.9012536406517029,0
1980-02-13,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,0.905834436416626,0
1980-02-15,7.71999979019165,7.71999979019165,7.71999979019165,7.71999979019165,0.8840758204460144,0
1980-02-19,7.670000076293945,7.670000076293945,7.670000076293945,7.670000076293945,0.8783502578735352,0
1980-02-21,7.659999847412109,7.659999847412109,7.659999847412109,7.659999847412109,0.8772047758102417,0
1980-02-28,7.360000133514404,7.360000133514404,7.360000133514404,7.360000133514404,0.8428493142127991,0
1980-02-29,7.460000038146973,7.460000038146973,7.460000038146973,7.460000038146973,0.8648771643638611,0
1980-03-03,7.409999847412109,7.409999847412109,7.409999847412109,7.409999847412109,0.85908043384552,0
1980-03-05,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,0.8463278412818909,0
1980-03-06,7.179999828338623,7.179999828338623,7.179999828338623,7.179999828338623,0.8324156403541565,0
1980-03-07,7.110000133514404,7.110000133514404,7.110000133514404,7.110000133514404,0.8242995142936707,0
1980-03-10,7.090000152587891,7.090000152587891,7.090000152587891,7.090000152587891,0.8219815492630005,0
1980-03-11,7.170000076293945,7.170000076293945,7.170000076293945,7.170000076293945,0.8312557935714722,0
1980-03-13,7.050000190734863,7.050000190734863,7.050000190734863,7.050000190734863,0.8173439502716064,0
1980-03-17,6.889999866485596,6.889999866485596,6.889999866485596,6.889999866485596,0.7987942695617676,0
1980-03-18,6.96999979019165,6.96999979019165,6.96999979019165,6.96999979019165,0.8080687522888184,0
1980-03-20,6.900000095367432,6.900000095367432,6.900000095367432,6.900000095367432,0.7999536395072937,0
1980-03-21,6.829999923706055,6.829999923706055,6.829999923706055,6.829999923706055,0.7918382287025452,0
1980-03-24,6.650000095367432,6.650000095367432,6.650000095367432,6.650000095367432,0.7709693908691406,0
1980-03-25,6.690000057220459,6.690000057220459,6.690000057220459,6.690000057220459,0.7756072282791138,0
1980-03-26,6.659999847412109,6.659999847412109,6.659999847412109,6.659999847412109,0.7721288204193115,0
1980-03-27,6.619999885559082,6.619999885559082,6.619999885559082,6.619999885559082,0.7674917578697205,0
1980-03-28,6.78000020980835,6.78000020980835,6.78000020980835,6.78000020980835,0.7860414981842041,0
1980-03-31,6.869999885559082,6.869999885559082,6.869999885559082,6.869999885559082,0.7964752912521362,0
1980-04-01,6.880000114440918,6.880000114440918,6.880000114440918,6.880000114440918,0.7976345419883728,0
1980-04-02,6.909999847412109,6.909999847412109,6.909999847412109,6.909999847412109,0.8011128902435303,0
1980-04-07,6.730000019073486,6.730000019073486,6.730000019073486,6.730000019073486,0.7802452445030212,0
1980-04-10,6.929999828338623,6.929999828338623,6.929999828338623,6.929999828338623,0.803431510925293,0
1980-04-14,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,0.7941567301750183,0
1980-04-16,6.739999771118164,6.739999771118164,6.739999771118164,6.739999771118164,0.7814039587974548,0
1980-04-17,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0.7779251933097839,0
1980-04-18,6.679999828338623,6.679999828338623,6.679999828338623,6.679999828338623,0.7744477391242981,0
